,title,abstract
1117,White House Summons Feuding Health Officials for Counseling Session,"White House chief of staff Mick Mulvaney wants to see if the Medicare chief Seema Verma and the health secretary, Alex M. Azar II, can still work together."
1118,When Heavy Periods Disrupt a Teenager’s Life,"“Someone’s menstrual period should not be impairing them from leading a normal life, because we have really good treatments for pain and for heavy bleeding,” an expert says."
1119,The Zen of Weight Lifting,"Chop wood, carry water and other lessons that apply far beyond the gym."
1120,Clinton Portis and Other Ex-N.F.L. Players Face Health Care Fraud Charges,Prosecutors said the players were paid $3.4 million in phony claims for things like medical equipment that was never purchased. Portis played seven seasons with the Washington Redskins.
1121,Good Leaders Make Good Doctors,"Most people think of doctors as scientists, caregivers or educators. But we must also understand doctors as leaders."
1122,"Ronald Melzack, Cartographer of Pain, Is Dead at 90",The theory that he and a colleague devised deepened medicine’s understanding of pain and how it is best measured and treated.
1123,China Reports First Death From New Virus,"The coronavirus, which surfaced in the city of Wuhan, has put the region on alert, but there is no evidence that it can spread among humans."
1124,Elizabeth Warren Vows to Expand Health Coverage in First 100 Days,Ms. Warren laid out a blueprint to pass major health legislation at the start of her presidency. But she would wait as long as three years to seek passage of a full-scale “Medicare for all” plan.
1125,"Alcohol Deaths Have Risen Sharply, Particularly Among Women",An analysis of death certificates over nearly two decades contained several troubling findings.
1126,Young Black People Are Killing Themselves,The numbers are shocking.
1127,"At 16, She’s a Pioneer in the Fight to Cure Sickle Cell Disease","Helen Obando is the youngest person ever to get a gene therapy that scientists hope will cure the disease, which afflicts 100,000 Americans."
1128,Vaping Kills a 15-Year-Old in Texas,The teenager was the youngest to die so far in the outbreak of lung illnesses that affected thousands of people.
1129,Supreme Court May Back Insurers in $12 Billion Obamacare Case,The justices weighed whether the federal government may walk away from a commitment to shield insurance companies from losses.
1130,"For Better Brain Health, Preserve Your Hearing","Hearing loss is the largest modifiable risk factor for developing dementia, exceeding that of smoking, high blood pressure, lack of exercise and social isolation."
1131,A Teenager’s Breakthrough Gene Therapy for Sickle Cell Disease,Doctors reset Helen Obando’s DNA in an effort to cure her of a painful genetic blood disorder. She’s the youngest person to receive the treatment.
1132,Second U.S. Baby to Be Born From a Dead Donor’s Uterus Is Delivered,Researchers at Penn Medicine in Philadelphia said the procedure could pave a new path to parenthood for women with uterine factor infertility.
1133,I Hate Football. I Let My Daughter Play It Anyway.,"My husband and I believe that children should be allowed to take some reasonable risks, but football tested our resolve."
1134,"Vaping Illness Tracker: 2,602 Cases and 59 Deaths","Thousands of people have been sickened by lung illnesses linked to vaping, most by using THC products."
1135,"After a Measles Scare, Seattle Cracks Down on Vaccine Compliance","At a time when states and school districts are trying to increase vaccination rates, an aggressive strategy in Seattle appears to be paying off."
1136,Who Killed the Knapp Family?,"Across America, working-class people — including many of our friends — are dying of despair. And we’re still blaming the wrong people."
1137,"She Had Two Heart Attacks, but Normal Arteries. What Was Going On?","Her doctors were puzzled until one asked a question she’d never heard before. The answer was yes, all the time, since childhood."
1138,Resolving to Be Coached,The secret to sticking with your resolutions may be having a coach to help strategize and cheer you on.
1139,"When the Cobra Bites, You’ll Be Glad Someone Sequenced Its Genome",Some scientists hope genomic technologies will lead to improved antivenom.
1140,"The Flu Season May Yet Turn Ugly, C.D.C. Warns","Almost as many people are falling ill as did two years ago, in what was a particularly severe flu season. But this season’s virus is unusual, and it’s too early to tell how dangerous."
1141,"Dried Fruit, Oats and Coffee: Answers to Your Sugar Questions",Our 7-Day Sugar Challenge prompted a number of questions about cutting added sugar from our daily diet.
1142,The Decade in Retirement: Wealthy Americans Moved Further Ahead,"Prospects for most Americans’ retirement security haven’t improved. For affluent households, however, the odds of a successful retirement have gotten much better."
1143,"A Woman, a Banana and a $120,000 Question About What a Life Is Worth",A college student in a viral picture from Art Basel has maxed out the annual limit on her health insurance because of chemotherapy treatment for blood cancer.
1144,How ‘Muscle Confusion’ Might Help Your Workouts,"Shifting, quicksilver workouts may yield mental benefits that more rote regimens do not."
1145,Cancer Death Rate in U.S. Sees Sharpest One-Year Drop,Breakthrough treatments for lung cancer and melanoma have driven down cancer mortality overall — and from 2016 to 2017 spurred the largest-ever decline.
1146,China Grapples With Mystery Pneumonia-Like Illness,Beijing is racing to identify a new illness that has sickened 59 people as it tries to calm a nervous public.
1147,Whole Milk May Be Better When It Comes to Children’s Weight,Kids who drank whole milk were at a 39 percent reduced risk for being overweight than those who drank low-fat milk.
1148,Back in the Hospital Again,"As we age, the stakes seem to rise with each hospitalization."
1149,Some of Trump’s Most Devious Lies Are About Health Care,What the administration says it’s doing and what it’s actually doing on health care are worlds apart.
1150,The American Health Care Industry Is Killing People,"Yes, transitioning to a more equitable system might eliminate some jobs. But the status quo is morally untenable."
1151,Something in the Man’s Bed Was Making Him Sick,"Doctors were stumped, until a pulmonologist asked about feather bedding in the man's home."
1152,Why Workers Fear Moving 50 Criminally Insane Patients,"The state plans to relocate the patients of Kirby Forensic Psychiatric Center, but its new home was not built with prisoners in mind."
